liveliness,ambiguous
heart,ambiguous
intent,ambiguous
spirit,ambiguous
emotional_state,ambiguous
spare,like
dislodge,like
barren,like
exempt,like
loose,like
free,like
unblock,like
rid,like
release,like
absolve,like
complimentary,like
detached,like
revengeful,disgust
advice,anticipation
force,sadness
coerce,sadness
wedge,sadness
constrained,sadness
impel,sadness
push,sadness
pull,sadness
storm,sadness
forced,sadness
disgracefully,disgust
attend,fear
hang,fear
bent,fear
cling,fear
capital,like
bang-up,like
big,like
great,like
atrocious,fear
democrat,hope
release,sadness
leave_office,sadness
vacate,sadness
resign,sadness
eagerly,joy
panic,fear
grief,sadness
hatefully,disgust
hapless,sadness
hateful,disgust
protest,disgust
craze,fear
ferocity,fear
fury,fear
refer,anger
concern,anger
business,anger
friendliness,like
displease,disgust
displeasing,disgust
affirm,anticipation
confirm,anticipation
unimportance,disgust
humbleness,disgust
promise,hope
hope,hope
negative,hate
damaging,hate
veto,hate
minus,hate
closing,disgust
settlement,disgust
blockage,disgust
closure,disgust
bright,like
brilliantly,like
undimmed,like
afraid,disgust
isolation,disgust
handy,like
unafraid,calmness
secure,calmness
airheaded,disgust
daunt,fear
side,disgust
slope,disgust
english,disgust
soporific,anticipation
hypnotic,anticipation
plot,joy
bet_on,joy
crippled,joy
game,joy
exemption,hope
freedom,hope
clear,like
solve,like
resolve,like
chic,like
cover_girl,love
miss,disgust
lack,disgust
resignation,sadness
joker,fear
turkey,fear
dangerous,sadness
rend,fear
war,calmness
procure,calmness
batten,calmness
guarantee,calmness
fasten,calmness
plug,calmness
impregnable,calmness
dependable,calmness
crowd,disgust
push,disgust
herd,disgust
amorousness,love
cold,disgust
coldness,disgust
exhilarating,joy
elating,joy
exhilarate,joy
trouble,disgust
problem,disgust
poison,fear
poisoning,fear
bum,like
cheap,like
brassy,like
rich_people,like
cave,disgust
compatibility,like
rest,like
sleep,like
perspiration,disgust
horizon,like
view,like
opinion,like
watch,like
see,like
position,like
scene,like
uncomfortable,disgust
idol,like
paragon,like
entertainment,joy
worsen,disgust
oppressively,sadness
hamper,disgust
shackle,disgust
handicap,disgust
taut,disgust
nasty,disgust
tight,disgust
close,disgust
rigorous,disgust
fast,disgust
compressed,disgust
mean,disgust
besotted,disgust
workshop,like
shop,like
shop_class,like
patronize,like
denounce,like
fierce,anticipation
ferocious,anticipation
cutthroat,anticipation
boisterous,anticipation
force,disgust
tug,disgust
repel,disgust
drive,disgust
drove,disgust
bashful,fear
thoroughly,like
full,like
commodity,like
good,like
beneficial,like
well,like
estimable,like
dear,like
dependable,like
adept,like
effective,like
approve,like
alarmed,fear
alarm,fear
dismay,fear
inefficaciously,disgust
digest,hope
confirm,hope
documentation,hope
accompaniment,hope
subscribe,hope
support,hope
corroborate,hope
back,hope
defend,hope
hold,hope
patronize,hope
dumbfounded,surprise
perplex,surprise
sympathy,like
creaky,hate
arthritic,hate
playboy,disgust
tear,fear
photograph,fear
dart,fear
fritter,fear
film,fear
shoot,fear
inject,fear
blast,fear
exultant,joy
importance,anticipation
approved,like
utilitarian,like
useful,like
irritation,disgust
annoyance,disgust
aggravator,disgust
clamant,disgust
insistent,disgust
probability,hope
sexual_love,love
sleep_together,love
beloved,love
love,love
pamper,like
amble,like
promenade,like
parade,like
diamond,ambiguous
adamant,ambiguous
fearlessness,calmness
ethical,like
honorable,like
honest,like
antipathy,disgust
black_bile,sadness
melancholy,sadness
somber,sadness
delay,disgust
check,disgust
stay,disgust
envy,disgust
tragedy,sadness
calamity,sadness
senior_high_school,anticipation
gamey,anticipation
eminent,anticipation
high_gear,anticipation
high,anticipation
compatible,like
cheerful,joy
predict,fear
fateful,fear
foreboding,fear
awkward,disgust
far,disgust
army_for_the_liberation_of_rwanda,disgust
freeze,disgust
surprise,surprise
storm,surprise
sympathetic,like
charitable,like
harmonic,like
pickpocket,fear
deflect,disgust
crouch,disgust
bent,disgust
bend,disgust
bended,disgust
flex,disgust
appoint,disgust
sicken,disgust
disgust,disgust
annoyed,disgust
annoy,disgust
implant,like
plant,like
establish,like
jealousy,disgust
suspense,anticipation
hopelessly,despair
dispiritedly,despair
guard,anticipation
precaution,anticipation
guard_duty,anticipation
defend,anticipation
malodorous,hate
renovation,like
overhaul,like
pass,like
brake_shoe,disgust
skid,disgust
besot,surprise
liquid_body_substance,joy
abrasion,sadness
grinding,sadness
attrition,sadness
pot,disgust
smoke,disgust
roll_of_tobacco,disgust
fume,disgust
fastball,disgust
peace,calmness
bonheur,joy
protectively,love
belonging,joy
belong,joy
belong_to,joy
smugness,joy
incredibility,disgust
fat,like
deep,like
full-bodied,like
ample,like
rich,like
obstruct,disgust
gladden,joy
gladdened,joy
inoperable,disgust
admiration,like
wonder,like
elaborate,anticipation
complicate,anticipation
detailed,anticipation
scandalmongering,ambiguous
perturb,disgust
trouble_oneself,disgust
worry,disgust
disturb,disgust
fuss,disgust
minimal,disgust
wait,disgust
expect,disgust
all_right,like
finely,like
fine,like
ticket,like
very_well,like
hospitable,like
attraction,anticipation
drawing_card,anticipation
affect,ambiguous
partake,ambiguous
contact,ambiguous
refer,ambiguous
touch,ambiguous
equal,ambiguous
allude,ambiguous
tint,ambiguous
reach,ambiguous
grace,like
good_will,like
dead,calmness
baseless,calmness
idle,calmness
fit,disgust
suit,disgust
equip,disgust
burst,disgust
paroxysm,disgust
match,disgust
meet,disgust
suicide,sadness
fret,disgust
effort,disgust
sweat,disgust
greet,like
sanely,anticipation
reasonably,anticipation
embarrass,disgust
embarrassing,disgust
overboard,disgust
justly,like
right_field,like
correct,like
properly,like
right,like
mighty,like
proper,like
veracious,like
correctly,like
omen,fear
presage,fear
bode,fear
urine,disgust
department_of_defense,calmness
destine,sadness
doomed,sadness
doom,sadness
sentence,sadness
cursed,sadness
entrust,hope
attached,hope
invest,hope
committed,hope
commit,hope
give,hope
perpetrate,hope
gigantic,disgust
violate,disgust
open_frame,disgust
demote,disgust
better,disgust
separate,disgust
transgress,disgust
break,disgust
rupture,disgust
break_in,disgust
fail,disgust
bankrupt,disgust
fault,disgust
unwrap,disgust
crack,disgust
interruption,disgust
interrupt,disgust
pause,disgust
breakage,disgust
collapse,disgust
break_dance,disgust
dampen,disgust
fracture,disgust
respite,disgust
wrath,disgust
anger,disgust
brainy,like
dolorous,sadness
grotesque,fear
antic,fear
dishonor,disgust
shame,disgust
pity,disgust
fresh,like
novel,like
gooey,hate
icky,hate
applaudable,like
basic,ambiguous
courteous,like
edification,anticipation
sophism,anticipation
sophistication,anticipation
apposite,like
apt,like
contentment,joy
failure,disgust
bankruptcy,disgust
resentfully,disgust
unenthusiastically,sadness
agreement,like
yield,anticipation
wage,anticipation
give,anticipation
pay,anticipation
pay_up,anticipation
chill,fear
cool,fear
frisson,fear
amicably,like
inconvenient,disgust
clean,like
acquit,like
absolved,like
authorize,like
clear_up,like
clearly,like
well-defined,like
gain,like
open,like
unclutter,like
net,like
afford,like
unfold,like
opening,like
first_step,like
hatchway,like
orifice,like
possibility,like
readiness,joy
eagerness,joy
handiness,like
helpfulness,like
kindliness,like
frustrating,sadness
thwart,sadness
torment,sadness
expect,ambiguous
have_a_bun_in_the_oven,ambiguous
ask,ambiguous
gleefully,joy
surprisedly,surprise
title,disgust
claim,disgust
call,disgust
abjectly,sadness
resignedly,sadness
overload,disgust
overcharge,disgust
weakly,disgust
decrepit,disgust
airiness,joy
irrepressibility,joy
buoyancy,joy
sanguinity,hope
warmheartedness,love
affection,love
priggish,disgust
cheer,joy
cheerfulness,joy
hate,disgust
stun,surprise
sandbag,surprise
luck,fear
gamble,fear
hazard,fear
guess,fear
venture,fear
wallow,joy
billow,joy
drab,ambiguous
grave,ambiguous
unplayful,ambiguous
sober,ambiguous
sober_up,ambiguous
shooting,fear
daughter,hate
dolefully,sadness
sorrowfully,sadness
projectile,fear
missile,fear
unlucky,sadness
unangry,like
scam,disgust
victimize,disgust
achiever,anticipation
success,anticipation
get_the_better_of,sadness
kill,sadness
defeated,sadness
broken,disgust
girl,sadness
miss,sadness
neglect,sadness
exploit,anticipation
cultivate,anticipation
workplace,anticipation
study,anticipation
oeuvre,anticipation
function,anticipation
work,anticipation
make,anticipation
solve,anticipation
employment,anticipation
bring,anticipation
influence,anticipation
knead,anticipation
ferment,anticipation
shape,anticipation
exercise,anticipation
sour,anticipation
bad,disgust
regretful,disgust
badly,disgust
professional,like
master,like
gust,disgust
misopedia,disgust
indignant,disgust
competent,like
dead,sadness
all_in,sadness
absolutely,sadness
abruptly,sadness
frighteningly,fear
fan,love
lover,love
disgustingly,disgust
panicky,fear
free_radical,fear
extremist,fear
radical,fear
group,fear
revolutionary,fear
root,fear
suffer,joy
converge,joy
meet,joy
fitting,joy
touch,joy
gunman,fear
dollar,like
dense,disgust
black,disgust
dimmed,disgust
dim,disgust
blind,disgust
blur,disgust
massacre,sadness
slaughter,sadness
butcher,sadness
thrashing,sadness
lower,sadness
press_down,sadness
depress,sadness
bathetic,disgust
puppy_love,love
price,disgust
monetary_value,disgust
insecurity,anger
legislator,anticipation
unresentful,like
compunction,sadness
evasion,like
miss,like
scat,like
escape,like
elude,like
get_off,like
safety_valve,like
adequately,like
nobility,like
sadness,sadness
grieve,sadness
sorrow,sadness
argue,anger
warning,fear
admonitory,fear
warn,fear
admonition,fear
fatness,disgust
fatten,disgust
fat,disgust
fatty,disgust
adipose_tissue,disgust
fellate,disgust
breastfeed,disgust
absorb,disgust
suck,disgust
sucking,disgust
nearness,joy
familiarity,joy
closeness,joy
stuffiness,joy
meanness,joy
harass,sadness
woo,anticipation
defeatism,sadness
funeral,sadness
clang,disgust
barge_in,disgust
doss,disgust
crash,disgust
insane,disgust
harebrained,disgust
short,disgust
fiddling,disgust
little,disgust
small,disgust
hard,fear
knockout,fear
smasher,fear
incredible,like
pleasure,like
joy,like
repair,anticipation
sterilize,anticipation
fixate,anticipation
cook,anticipation
localization,anticipation
pay_back,anticipation
fasten,anticipation
specify,anticipation
fix,anticipation
situate,anticipation
blessing,like
approving,like
avaricious,disgust
plead,sadness
sleep_together,like
know,like
acknowledge,like
diffidently,fear
unselfconscious,like
deprecate,disgust
depreciate,disgust
cockroach,fear
affect,love
feign,love
involve,love
military,disgust
seduce,anticipation
sexual_conquest,anticipation
score,anticipation
grudge,anticipation
mark,anticipation
grade,anticipation
discredited,fear
damaged,fear
damage,fear
limit,disgust
terminus_ad_quem,disgust
specify,disgust
restrict,disgust
flaw,disgust
deface,disgust
blemish,disgust
shout,sadness
exclaim,sadness
war_cry,sadness
cry,sadness
uncleanliness,disgust
harvard_university,anticipation
whaler,disgust
functionally,like
noisily,disgust
exuberantly,joy
ebulliently,joy
discouragement,sadness
artless,like
ingenuous,like
affectional,love
adorable,love
fetid,disgust
joylessly,joy
bountiful,like
prostitute,disgust
genius,anticipation
flair,anticipation
brilliance,anticipation
ace,anticipation
libido,like
haunt,fear
ghostwriter,fear
ghost,fear
touch,fear
demonstrator,sadness
faultless,like
immaculate,like
assay,disgust
determine,disgust
bridle,disgust
control,disgust
hindrance,disgust
discipline,disgust
check_mark,disgust
see,disgust
arrest,disgust
confirmation,disgust
folly,fear
craziness,fear
thoughtless,disgust
treaty,anticipation
fevered,ambiguous
exist,hope
outlive,hope
survive,hope
fade,disgust
mellow,disgust
thaw,disgust
melt,disgust
dissolve,disgust
drug,anticipation
magistrate,disgust
agitation,ambiguous
dribble,disgust
fell,disgust
devolve,disgust
spend,disgust
sink,disgust
drop_curtain,disgust
dismiss,disgust
dangle,disgust
flatten,disgust
shed,disgust
drop,disgust
cliff,disgust
neglect,disgust
concern,fear
fear,fear
reverence,fear
vacate,like
evacuate,like
empty,like
jitteriness,anger
slope,like
inclined,like
dispose,like
incline,like
tend,like
disposed,like
elated,joy
elate,joy
peaceable,calmness
peaceful,calmness
pacific,calmness
cowardly,fear
awful,fear
fearful,fear
whip,disgust
whiplash,disgust
embarrassingly,disgust
vow,anticipation
jewel,like
bejewel,like
compilation,disgust
digest,disgust
basement,disgust
cheerlessness,sadness
hideous,disgust
criminal_record,like
phonograph_record,like
record,like
commemorate,like
read,like
opaque,disgust
museum,like
peace,like
misoneism,disgust
wish,like
like,like
liking,like
face_lift,anticipation
ardor,joy
despicable,hate
timorously,fear
defect,disgust
barbarous,fear
firm,like
fast,like
debauched,like
flying,like
distant,sadness
aloof,sadness
decapitate,fear
however,calmness
still,calmness
silent,calmness
even,calmness
placid,calmness
distillery,calmness
inactive,calmness
hush,calmness
calm,calmness
discontentment,sadness
conscience,disgust
sexual_activity,joy
terrorism,fear
gladiolus,joy
beaming,joy
glad,joy
unselfconsciously,like
carnival,anticipation
bonny,anticipation
clean,anticipation
average,anticipation
fairly,anticipation
fair,anticipation
honest,anticipation
bazaar,anticipation
humiliate,sadness
base,sadness
humble,sadness
amicability,like
ardor,love
arouse,disgust
promote,disgust
resurrect,disgust
recruit,disgust
rear,disgust
raise,disgust
enhance,disgust
grow,disgust
lift,disgust
ascent,disgust
vacuum,like
void,like
dander,disgust
genuine,like
true,like
on-key,like
truthful,like
evocative,anticipation
disability,disgust
toll,disgust
bell,disgust
diachronic,anticipation
moth-eaten,disgust
banal,disgust
magnetize,like
capture,like
bewitching,like
hex,like
disagreeableness,disgust
spider,fear
bumper,disgust
imperfectly,disgust
ambition,ambiguous
gymnasium,joy
secondary_school,joy
amazing,like
perplex,like
amaze,like
look_down_on,disgust
stun,disgust
dazed,disgust
dazzle,disgust
livid,disgust
ashen,disgust
black-and-blue,disgust
charitable,love
antagonism,disgust
hostility,disgust
buttocks,disgust
bed,disgust
penetrate,disgust
bottomland,disgust
bottom,disgust
reliable,like
uneager,sadness
clean_and_jerk,like
boisterous,disgust
displace,hate
dissolve,hate
dismiss,hate
antidepressant,hope
justly,anticipation
right_field,anticipation
correct,anticipation
properly,anticipation
right,anticipation
mighty,anticipation
proper,anticipation
good,anticipation
veracious,anticipation
correctly,anticipation
lucky,joy
golden,joy
anxiety,anger
tear,disgust
blame,disgust
cathexis,disgust
mission,disgust
care,disgust
accusation,disgust
load,disgust
agitate,disgust
consign,disgust
bang,disgust
commission,disgust
charge,disgust
commit,disgust
near,joy
cheeseparing,joy
approach,joy
about,joy
dear,joy
approximate,joy
misocainea,disgust
weakness,like
failing,like
helplessness,like
asset,like
trouble,anger
annoyance,anger
pain,anger
tranquilly,calmness
retentive,disgust
long,disgust
hanker,disgust
farseeing,disgust
cripple,sadness
brush,disgust
clash,disgust
collide,disgust
avid,like
bid,like
command,like
offer,like
invite,like
unrest,ambiguous
plaza,like
focus_on,like
concentrate,like
kernel,like
center,like
center_field,like
hesitance,fear
bereaved,sadness
bereave,sadness
traffic,disgust
dealings,disgust
fully,disgust
amply,disgust
in_full,disgust
dainty,disgust
apprehensive,fear
uncheerfulness,sadness
exemplary,like
exemplar,like
mannequin,like
model,like
huge,anticipation
batch,disgust
mess,disgust
fix,disgust
retool,anticipation
revise,anticipation
revision,anticipation
fudge,disgust
juke,disgust
forge,disgust
fake,disgust
bogus,disgust
talk_through_one's_hat,disgust
imposter,disgust
jest,joy
antic,joy
joke,joy
dysphoric,sadness
maestro,anticipation
approval,like
deplorable,sadness
sad,sadness
tickling,joy
tickle,joy
titillating,joy
erotic,joy
titillate,joy
guerrilla,sadness
insurgent,sadness
heedful,like
thoughtful,like
alarm,anticipation
alert,anticipation
pornography,disgust
encouragingly,hope
united_nations,anticipation
exceed,like
exceeding,like
surpass,like
fawn,fear
dun,fear
accept,like
take,like
bear,like
curfew,disgust
observe,like
respect,like
detect,like
note,like
picket,disgust
pale,disgust
enormous,like
welcome,like
lividness,disgust
lividity,disgust
solicitous,anger
judge,anticipation
department_of_justice,anticipation
justice,anticipation
attract,like
awe,surprise
awed,surprise
parent,hate
rear,hate
argument,disgust
controversy,disgust
argumentation,disgust
help,hope
facilitate,hope
roll_out,ambiguous
cast,ambiguous
peal,ambiguous
wind,ambiguous
seethe,ambiguous
wheel,ambiguous
bankroll,ambiguous
axial_rotation,ambiguous
bun,ambiguous
paradiddle,ambiguous
roller,ambiguous
coil,ambiguous
scroll,ambiguous
roll,ambiguous
hustle,ambiguous
personality,like
yield,disgust
wage,disgust
give,disgust
pay,disgust
pay_up,disgust
smother,surprise
stifle,surprise
suffocate,surprise
weave,disgust
thread,disgust
screw_thread,disgust
string,disgust
train_of_thought,disgust
ribbon,disgust
despiteful,disgust
frighten,fear
write_down,anticipation
depress,anticipation
get_down,anticipation
lower,anticipation
swallow,anticipation
unhorse,anticipation
chip,like
wrinkle,like
crispen,like
crisp,like
worst,disgust
boyfriend,love
drivel,disgust
garbage,disgust
aggressiveness,disgust
belligerence,disgust
misconstrue,disgust
misogynic,disgust
regretful,sadness
colt,disgust
disgusted,disgust
proudly,joy
security,calmness
security_system,calmness
complicate,surprise
waterfront,like
dismally,fear
dreadfully,fear
adventurous,anticipation
fortunate,joy
disbelieve,disgust
despairing,fear
desperate,fear
amicable,like
abhorrent,disgust
willing,like
will,like
bequeath,like
volition,like
uncoerced,like
hard,hate
dangerous,hate
severe,hate
austere,hate
apologize,like
aroused,like
emotional,like
crack_up,anger
break_down,anger
collapse,anger
crash,anger
crumble,anger
flop,anger
bet_on,anger
impale,anger
post,anger
interest,anger
stake,anger
venture,anger
sadly,sadness
deplorably,sadness
nauseating,disgust
composure,calmness
sedate,calmness
calm_air,calmness
steady,calmness
contest,ambiguous
entrust,ambiguous
bequeath,ambiguous
farewell,ambiguous
leave,ambiguous
forget,ambiguous
exit,ambiguous
impart,ambiguous
indignation,disgust
sensationally,ambiguous
costly,anticipation
dearly,anticipation
lamb,anticipation
beloved,anticipation
dear,anticipation
burn,disgust
displace,disgust
fuel,disgust
fire,disgust
open_fire,disgust
ardor,disgust
adjust,like
adapt,like
blunt,hate
petroleum,hate
crude,hate
unrefined,hate
acceptable,like
satisfactory,like
bracing,like
newly,like
likable,like
happiness,joy
spang,disgust
sleep_together,disgust
slam,disgust
hit,disgust
knock,disgust
murderousness,disgust
grizzle,disgust
stew,disgust
retaliation,fear
displeasure,disgust
brainsick,fear
crazy,fear
deceptive,surprise
wound,disgust
injury,disgust
gloatingly,joy
determent,sadness
bullying,sadness
intimidation,sadness
top,anticipation
exceed,anticipation
circus_tent,anticipation
lead,anticipation
clear,anticipation
acme,anticipation
crown,anticipation
peak,anticipation
plodding,disgust
drudgery,disgust
leaden,disgust
slog,disgust
felicitous,joy
happy,joy
coerce,disgust
cryptic,like
trench,like
thick,like
bass,like
abstruse,like
deeply,like
nonfatal,calmness
hysteric,fear
hysterical,fear
beautiful,like
modest,disgust
humble,disgust
minor,disgust
belittled,disgust
curse,disgust
bane,disgust
execration,disgust
hex,disgust
excommunicate,disgust
unstimulating,sadness
unexciting,sadness
unashamed,like
earnestness,anticipation
seriousness,anticipation
complacent,joy
exuberate,joy
rejoice,joy
agency,anticipation
authority,anticipation
assurance,anticipation
write,like
deliver,like
salvage,like
keep_open,like
save,like
unhelpful,disgust
chaos,anger
politics,disgust
government,disgust
impossible,disgust
compel,anticipation
compelling,anticipation
rush,disgust
raceway,disgust
subspecies,disgust
race,disgust
slipstream,disgust
horrifyingly,fear
quilt,like
ease,like
comfort,like
consolation,like
bactericidal,disgust
disinfectant,disgust
fatness,like
fatten,like
fatty,like
adipose_tissue,like
plaza,anticipation
focus_on,anticipation
concentrate,anticipation
kernel,anticipation
center,anticipation
center_field,anticipation
exultantly,joy
lavishness,love
luxury,love
discomfort,disgust
security,anticipation
security_system,anticipation
fallible,disgust
progressive,disgust
imperfect,disgust
donor,hope
disagreeable,disgust
excellent,like
bright,love
brilliant,love
brainy,love
movie,joy
jollity,joy
gloominess,sadness
unoriginal,disgust
malefic,disgust
malevolent,disgust
deny,disgust
traverse,disgust
weepiness,sadness
belligerently,disgust
team,like
maliciously,disgust
collar,ambiguous
check,ambiguous
arresting,ambiguous
catch,ambiguous
halt,ambiguous
delightful,like
appliance,like
pleasing,joy
please,joy
cleanse,like
achiever,joy
success,joy
low,disgust
depleted,disgust
moo,disgust
abject,disgust
gloomy,disgust
first_gear,disgust
eject,disgust
squirt,disgust
exhaust,disgust
sanely,like
cause_of_death,fear
killer_whale,fear
killer,fear
begrimed,disgust
dirty,disgust
attractive,like
conclusion,disgust
goal,disgust
end,disgust
assuasive,calmness
scope,anticipation
achieve,anticipation
pass,anticipation
compass,anticipation
range,anticipation
reach,anticipation
strive,anticipation
crackdown,disgust
joy,joy
influenza,fear
infamy,disgust
malicious,disgust
damp,disgust
muffle,disgust
dally,ambiguous
playing_period,ambiguous
bid,ambiguous
looseness,ambiguous
fun,ambiguous
play,ambiguous
maneuver,ambiguous
free_rein,ambiguous
bet,ambiguous
shimmer,ambiguous
turn,ambiguous
bring,ambiguous
gambling,ambiguous
act,ambiguous
meet,ambiguous
toy,ambiguous
issue,anticipation
provide,anticipation
add,anticipation
provision,anticipation
supply,anticipation
